planId,planName,planCode,provisionType,suggestedService,serviceId,exampleSkus
638,"n4-highcpu-32 - 32 vCPUs, 64 GB RAM",n4-highcpu-32,Google,,,
650,"n4-highmem-8 - 8 vCPUs, 64 GB RAM",n4-highmem-8,Google,,,
652,"n4-standard-16 - 16 vCPUs, 64 GB RAM",n4-standard-16,Google,,,
661,"t2a-standard-16 - 16 vCPUs, 64 GB RAM",t2a-standard-16,Google,,,
668,"t2d-standard-16 - 16 vCPUs, 64 GB RAM",t2d-standard-16,Google,Compute Engine,,
688,"z3-highmem-8-highlssd - 8 vCPUs, 64 GB RAM, 1 Local SSDs",z3-highmem-8-highlssd,Google,,,
289,"c3-highcpu-44 - 44 vCPUs, 88 GB RAM",c3-highcpu-44,Google,Compute Engine,,
302,"c3-standard-22 - 22 vCPUs, 88 GB RAM",c3-standard-22,Google,Compute Engine,,
303,"c3-standard-22-lssd - 22 vCPUs, 88 GB RAM, 4 local SSDs",c3-standard-22-lssd,Google,Compute Engine,,
391,"c4-standard-24 - 24 vCPUs, 90 GB RAM",c4-standard-24,Google,,,
392,"c4-standard-24-lssd - 24 vCPUs, 90 GB RAM, 4 local SSDs",c4-standard-24-lssd,Google,,,
453,"c4d-highcpu-48 - 48 vCPUs, 90 GB RAM",c4d-highcpu-48,Google,,,
359,"c4-highcpu-48 - 48 vCPUs, 96 GB RAM",c4-highcpu-48,Google,,,
411,"c4a-highcpu-48 - 48 vCPUs, 96 GB RAM",c4a-highcpu-48,Google,,,
523,"g2-standard-24 - Graphics Optimized: 2 NVIDIA L4 GPUs, 24 vCPUs, 96GB RAM",g2-standard-24,Google,,,
640,"n4-highcpu-48 - 48 vCPUs, 96 GB RAM",n4-highcpu-48,Google,,,
678,"z3-highmem-14-standardlssd - 14 vCPUs, 112 GB RAM, 1 Local SSDs",z3-highmem-14-standardlssd,Google,,,
317,"c3d-highcpu-60 - 60 vCPUs, 118 GB RAM",c3d-highcpu-60,Google,Compute Engine,,
339,"c3d-standard-30 - 30 vCPUs, 120 GB RAM",c3d-standard-30,Google,Compute Engine,,
340,"c3d-standard-30-lssd - 30 vCPUs, 120 GB RAM, 2 local SSDs",c3d-standard-30-lssd,Google,Compute Engine,,
396,"c4-standard-32 - 32 vCPUs, 120 GB RAM",c4-standard-32,Google,,,
397,"c4-standard-32-lssd - 32 vCPUs, 120 GB RAM",c4-standard-32-lssd,Google,,,
454,"c4d-highcpu-64 - 64 vCPUs, 120 GB RAM",c4d-highcpu-64,Google,,,
364,"c4-highmem-16 - 16 vCPUs, 124 GB RAM",c4-highmem-16,Google,,,
365,"c4-highmem-16-lssd - 16 vCPUs, 124 GB RAM",c4-highmem-16-lssd,Google,,,
480,"c4d-standard-32 - 32 vCPUs, 124 GB RAM",c4d-standard-32,Google,,,
481,"c4d-standard-32-lssd - 32 vCPUs, 124 GB RAM, 2 local SSDs",c4d-standard-32-lssd,Google,,,
457,"c4d-highmem-16 - 16 vCPUs, 126 GB RAM",c4d-highmem-16,Google,,,
458,"c4d-highmem-16-lssd - 16 vCPUs, 126 GB RAM, 1 local SSD",c4d-highmem-16-lssd,Google,,,
320,"c3d-highmem-16 - 16 vCPUs, 128 GB RAM",c3d-highmem-16,Google,Compute Engine,,
321,"c3d-highmem-16-lssd - 16 vCPUs, 128 GB RAM, 1 local SSD",c3d-highmem-16-lssd,Google,Compute Engine,,
412,"c4a-highcpu-64 - 64 vCPUs, 128 GB RAM",c4a-highcpu-64,Google,,,
416,"c4a-highmem-16 - 16 vCPUs, 128 GB RAM",c4a-highmem-16,Google,,,
417,"c4a-highmem-16-lssd - 16 vCPUs, 128 GB RAM, 4 local SSD",c4a-highmem-16-lssd,Google,,,
435,"c4a-standard-32 - 32 vCPUs, 128 GB RAM",c4a-standard-32,Google,,,
436,"c4a-standard-32-lssd - 32 vCPUs, 128 GB RAM, 6 local SSD",c4a-standard-32-lssd,Google,,,
524,"g2-standard-32 - Graphics Optimized: 1 NVIDIA L4 GPU, 32 vCPUs, 128GB RAM",g2-standard-32,Google,,,
641,"n4-highcpu-64 - 64 vCPUs, 128 GB RAM",n4-highcpu-64,Google,,,
644,"n4-highmem-16 - 16 vCPUs, 128 GB RAM",n4-highmem-16,Google,,,
654,"n4-standard-32 - 32 vCPUs, 128 GB RAM",n4-standard-32,Google,,,
663,"t2a-standard-32 - 32 vCPUs, 128 GB RAM",t2a-standard-32,Google,,,
670,"t2d-standard-32 - 32 vCPUs, 128 GB RAM",t2d-standard-32,Google,Compute Engine,,
679,"z3-highmem-16-highlssd - 16 vCPUs, 128 GB RAM, 2 Local SSDs",z3-highmem-16-highlssd,Google,,,
413,"c4a-highcpu-72 - 72 vCPUs, 144 GB RAM",c4a-highcpu-72,Google,,,
643,"n4-highcpu-80 - 80 vCPUs, 160 GB RAM",n4-highcpu-80,Google,,,
249,"a2-ultragpu-1g - Accelerator Optimized: 1 NVIDIA A100 80GB GPU, 12 vCPUs, 170GB RAM, 1 local SSD",a2-ultragpu-1g,Google,Compute Engine,,
291,"c3-highcpu-88 - 88 vCPUs, 176 GB RAM",c3-highcpu-88,Google,Compute Engine,,
294,"c3-highmem-22 - 22 vCPUs, 176 GB RAM",c3-highmem-22,Google,Compute Engine,,
306,"c3-standard-44 - 44 vCPUs, 176 GB RAM",c3-standard-44,Google,Compute Engine,,
307,"c3-standard-44-lssd - 44 vCPUs, 176 GB RAM, 8 local SSDs",c3-standard-44-lssd,Google,Compute Engine,,
683,"z3-highmem-22-highlssd - 22 vCPUs, 176 GB RAM, 3 Local SSDs",z3-highmem-22-highlssd,Google,,,
684,"z3-highmem-22-standardlssd - 22 vCPUs, 176 GB RAM, 2 Local SSDs",z3-highmem-22-standardlssd,Google,,,
696,"ct6e-standard-1t - 44 vCPUs, 176 GB RAM, 1 Google V6 lite TPUs",ct6e-standard-1t,Google,,,
319,"c3d-highcpu-90 - 90 vCPUs, 177 GB RAM",c3d-highcpu-90,Google,Compute Engine,,
400,"c4-standard-48 - 48 vCPUs, 180 GB RAM",c4-standard-48,Google,,,
401,"c4-standard-48-lssd - 48 vCPUs, 180 GB RAM",c4-standard-48-lssd,Google,,,
456,"c4d-highcpu-96 - 96 vCPUs, 180 GB RAM",c4d-highcpu-96,Google,,,
369,"c4-highmem-24 - 24 vCPUs, 186 GB RAM",c4-highmem-24,Google,,,
370,"c4-highmem-24-lssd - 24 vCPUs, 186 GB RAM, 4 local SSDs",c4-highmem-24-lssd,Google,,,
485,"c4d-standard-48 - 48 vCPUs, 186 GB RAM",c4d-standard-48,Google,,,
486,"c4d-standard-48-lssd - 48 vCPUs, 186 GB RAM, 4 local SSDs",c4d-standard-48-lssd,Google,,,
361,"c4-highcpu-96 - 96 vCPUs, 192 GB RAM",c4-highcpu-96,Google,,,
439,"c4a-standard-48 - 48 vCPUs, 192 GB RAM",c4a-standard-48,Google,,,
440,"c4a-standard-48-lssd - 48 vCPUs, 192 GB RAM, 10 local SSD",c4a-standard-48-lssd,Google,,,
496,"ct5l-hightpu-4t - 112 vCPUs, 192 GB RAM, 4 Google TPUs",ct5l-hightpu-4t,Google,,,
499,"ct5lp-hightpu-4t - 112 vCPUs, 192 GB RAM, 4 Google TPUs",ct5lp-hightpu-4t,Google,,,
526,"g2-standard-48 - Graphics Optimized: 4 NVIDIA L4 GPUs, 48 vCPUs, 192GB RAM",g2-standard-48,Google,,,
656,"n4-standard-48 - 48 vCPUs, 192 GB RAM",n4-standard-48,Google,,,
665,"t2a-standard-48 - 48 vCPUs, 192 GB RAM",t2a-standard-48,Google,,,
672,"t2d-standard-48 - 48 vCPUs, 192 GB RAM",t2d-standard-48,Google,Compute Engine,,
255,"a3-highgpu-1g - Accelerator Optimized: 1 NVIDIA H100 GPU, 26 vCPUs, 234GB RAM",a3-highgpu-1g,Google,,,
324,"c3d-highmem-30 - 30 vCPUs, 240 GB RAM",c3d-highmem-30,Google,Compute Engine,,
325,"c3d-highmem-30-lssd - 30 vCPUs, 240 GB RAM, 2 local SSDs",c3d-highmem-30-lssd,Google,Compute Engine,,
344,"c3d-standard-60 - 60 vCPUs, 240 GB RAM",c3d-standard-60,Google,Compute Engine,,
345,"c3d-standard-60-lssd - 60 vCPUs, 240 GB RAM, 4 local SSDs",c3d-standard-60-lssd,Google,Compute Engine,,
673,"t2d-standard-60 - 60 vCPUs, 240 GB RAM",t2d-standard-60,Google,Compute Engine,,
374,"c4-highmem-32 - 32 vCPUs, 248 GB RAM",c4-highmem-32,Google,,,
375,"c4-highmem-32-lssd - 32 vCPUs, 248 GB RAM",c4-highmem-32-lssd,Google,,,
487,"c4d-standard-64 - 64 vCPUs, 248 GB RAM",c4d-standard-64,Google,,,
488,"c4d-standard-64-lssd - 64 vCPUs, 248 GB RAM, 6 local SSDs",c4d-standard-64-lssd,Google,,,
462,"c4d-highmem-32 - 32 vCPUs, 252 GB RAM",c4d-highmem-32,Google,,,
463,"c4d-highmem-32-lssd - 32 vCPUs, 252 GB RAM, 2 local SSDs",c4d-highmem-32-lssd,Google,,,
419,"c4a-highmem-32 - 32 vCPUs, 256 GB RAM",c4a-highmem-32,Google,,,
420,"c4a-highmem-32-lssd - 32 vCPUs, 256 GB RAM, 6 local SSD",c4a-highmem-32-lssd,Google,,,
441,"c4a-standard-64 - 64 vCPUs, 256 GB RAM",c4a-standard-64,Google,,,
442,"c4a-standard-64-lssd - 64 vCPUs, 256 GB RAM, 14 local SSD",c4a-standard-64-lssd,Google,,,
646,"n4-highmem-32 - 32 vCPUs, 256 GB RAM",n4-highmem-32,Google,,,
657,"n4-standard-64 - 64 vCPUs, 256 GB RAM",n4-standard-64,Google,,,
685,"z3-highmem-32-highlssd - 32 vCPUs, 256 GB RAM, 4 Local SSDs",z3-highmem-32-highlssd,Google,,,
350,"c4-highcpu-144 - 144 vCPUs, 288 GB RAM",c4-highcpu-144,Google,,,
443,"c4a-standard-72 - 72 vCPUs, 288 GB RAM",c4a-standard-72,Google,,,
444,"c4a-standard-72-lssd - 72 vCPUs, 288 GB RAM, 16 local SSD",c4a-standard-72-lssd,Google,,,
659,"n4-standard-80 - 80 vCPUs, 320 GB RAM",n4-standard-80,Google,,,
250,"a2-ultragpu-2g - Accelerator Optimized: 2 NVIDIA A100 80GB GPUs, 24 vCPUs, 340GB RAM, 2 local SSD",a2-ultragpu-2g,Google,Compute Engine,,
493,"ct3-hightpu-4t - 96 vCPUs, 340 GB RAM, 2 vNUMA nodes",ct3-hightpu-4t,Google,,,
494,"ct3p-hightpu-4t - 48 vCPUs, 340 GB RAM, 1 vNUMA nodes",ct3p-hightpu-4t,Google,,,
286,"c3-highcpu-176 - 176 vCPUs, 352 GB RAM",c3-highcpu-176,Google,Compute Engine,,
296,"c3-highmem-44 - 44 vCPUs, 352 GB RAM",c3-highmem-44,Google,Compute Engine,,
310,"c3-standard-88 - 88 vCPUs, 352 GB RAM",c3-standard-88,Google,Compute Engine,,
311,"c3-standard-88-lssd - 88 vCPUs, 352 GB RAM, 16 local SSDs",c3-standard-88-lssd,Google,Compute Engine,,
529,"h3-standard-88 - 88 vCPUs, 352 GB RAM",h3-standard-88,Google,,,
686,"z3-highmem-44-highlssd - 44 vCPUs, 352 GB RAM, 6 Local SSDs",z3-highmem-44-highlssd,Google,,,
687,"z3-highmem-44-standardlssd - 44 vCPUs, 352 GB RAM, 3 Local SSDs",z3-highmem-44-standardlssd,Google,,,
313,"c3d-highcpu-180 - 180 vCPUs, 354 GB RAM",c3d-highcpu-180,Google,Compute Engine,,
348,"c3d-standard-90 - 90 vCPUs, 360 GB RAM",c3d-standard-90,Google,Compute Engine,,
349,"c3d-standard-90-lssd - 90 vCPUs, 360 GB RAM, 8 local SSDs",c3d-standard-90-lssd,Google,Compute Engine,,
404,"c4-standard-96 - 96 vCPUs, 360 GB RAM",c4-standard-96,Google,,,
405,"c4-standard-96-lssd - 96 vCPUs, 360 GB RAM",c4-standard-96-lssd,Google,,,
448,"c4d-highcpu-192 - 192 vCPUs, 360 GB RAM",c4d-highcpu-192,Google,,,
378,"c4-highmem-48 - 48 vCPUs, 372 GB RAM",c4-highmem-48,Google,,,
379,"c4-highmem-48-lssd - 48 vCPUs, 372 GB RAM",c4-highmem-48-lssd,Google,,,
491,"c4d-standard-96 - 96 vCPUs, 372 GB RAM",c4d-standard-96,Google,,,
492,"c4d-standard-96-lssd - 96 vCPUs, 372 GB RAM, 8 local SSDs",c4d-standard-96-lssd,Google,,,
545,"m4-megamem-28 - 28 vCPUs, 372 GB RAM",m4-megamem-28,Google,,,
467,"c4d-highmem-48 - 48 vCPUs, 378 GB RAM",c4d-highmem-48,Google,,,
468,"c4d-highmem-48-lssd - 48 vCPUs, 378 GB RAM, 4 local SSDs",c4d-highmem-48-lssd,Google,,,
352,"c4-highcpu-192 - 192 vCPUs, 384 GB RAM",c4-highcpu-192,Google,,,
423,"c4a-highmem-48 - 48 vCPUs, 384 GB RAM",c4a-highmem-48,Google,,,
424,"c4a-highmem-48-lssd - 48 vCPUs, 384 GB RAM, 10 local SSD",c4a-highmem-48-lssd,Google,,,
497,"ct5l-hightpu-8t - 224 vCPUs, 384 GB RAM, 8 Google TPUs",ct5l-hightpu-8t,Google,,,
500,"ct5lp-hightpu-8t - 224 vCPUs, 384 GB RAM, 8 Google TPUs",ct5lp-hightpu-8t,Google,,,
528,"g2-standard-96 - Graphics Optimized: 8 NVIDIA L4 GPUs, 96 vCPUs, 384GB RAM",g2-standard-96,Google,,,
648,"n4-highmem-48 - 48 vCPUs, 384 GB RAM",n4-highmem-48,Google,,,
501,"ct5p-hightpu-4t - 208 vCPUs, 448 GB RAM, 4 Google TPUs",ct5p-hightpu-4t,Google,,,
256,"a3-highgpu-2g - Accelerator Optimized: 2 NVIDIA H100 GPU, 52 vCPUs, 468GB RAM",a3-highgpu-2g,Google,,,
329,"c3d-highmem-60 - 60 vCPUs, 480 GB RAM",c3d-highmem-60,Google,Compute Engine,,
330,"c3d-highmem-60-lssd - 60 vCPUs, 480 GB RAM, 4 local SSDs",c3d-highmem-60-lssd,Google,Compute Engine,,
469,"c4d-highmem-64 - 64 vCPUs, 504 GB RAM",c4d-highmem-64,Google,,,
470,"c4d-highmem-64-lssd - 64 vCPUs, 504 GB RAM, 6 local SSDs",c4d-highmem-64-lssd,Google,,,
425,"c4a-highmem-64 - 64 vCPUs, 512 GB RAM",c4a-highmem-64,Google,,,
426,"c4a-highmem-64-lssd - 64 vCPUs, 512 GB RAM, 14 local SSD",c4a-highmem-64-lssd,Google,,,
649,"n4-highmem-64 - 64 vCPUs, 512 GB RAM",n4-highmem-64,Google,,,
699,"c3-highcpu-192-metal - Compute Optimized Bare Metal: 192 vCPUs, 512 GB RAM",c3-highcpu-192-metal,Google,Compute Engine,,
384,"c4-standard-144 - 144 vCPUs, 540 GB RAM",c4-standard-144,Google,,,
385,"c4-standard-144-lssd - 144 vCPUs, 540 GB RAM, 24 local SSDs",c4-standard-144-lssd,Google,,,
355,"c4-highcpu-288 - 288 vCPUs, 576 GB RAM",c4-highcpu-288,Google,,,
427,"c4a-highmem-72 - 72 vCPUs, 576 GB RAM",c4a-highmem-72,Google,,,
428,"c4a-highmem-72-lssd - 72 vCPUs, 576 GB RAM, 16 local SSD",c4a-highmem-72-lssd,Google,,,
701,"m2-ultramemx-96 - 96 vCPUs, 600 GB RAM, 2.9 TB PMEM",m2-ultramemx-96,Google,Compute Engine,,
651,"n4-highmem-80 - 80 vCPUs, 640 GB RAM",n4-highmem-80,Google,,,
251,"a2-ultragpu-4g - Accelerator Optimized: 4 NVIDIA A100 80GB GPUs, 48 vCPUs, 680GB RAM, 4 local SSD",a2-ultragpu-4g,Google,Compute Engine,,
298,"c3-highmem-88 - 88 vCPUs, 704 GB RAM",c3-highmem-88,Google,Compute Engine,,
299,"c3-standard-176 - 176 vCPUs, 704 GB RAM",c3-standard-176,Google,Compute Engine,,
300,"c3-standard-176-lssd - 176 vCPUs, 704 GB RAM, 32 local SSDs",c3-standard-176-lssd,Google,Compute Engine,,
689,"z3-highmem-88 - 88 vCPUs, 704 GB RAM, 12 Local SSDs",z3-highmem-88,Google,,,
690,"z3-highmem-88-highlssd - 88 vCPUs, 704 GB RAM, 12 Local SSDs",z3-highmem-88-highlssd,Google,,,
691,"z3-highmem-88-standardlssd - 88 vCPUs, 704 GB RAM, 6 Local SSDs",z3-highmem-88-standardlssd,Google,,,
315,"c3d-highcpu-360 - 360 vCPUs, 708 GB RAM",c3d-highcpu-360,Google,Compute Engine,,
333,"c3d-highmem-90 - 90 vCPUs, 720 GB RAM",c3d-highmem-90,Google,Compute Engine,,
334,"c3d-highmem-90-lssd - 90 vCPUs, 720 GB RAM, 8 local SSDs",c3d-highmem-90-lssd,Google,Compute Engine,,
337,"c3d-standard-180 - 180 vCPUs, 720 GB RAM",c3d-standard-180,Google,Compute Engine,,
338,"c3d-standard-180-lssd - 180 vCPUs, 720 GB RAM, 16 local SSDs",c3d-standard-180-lssd,Google,Compute Engine,,
388,"c4-standard-192 - 192 vCPUs, 720 GB RAM",c4-standard-192,Google,,,
389,"c4-standard-192-lssd - 192 vCPUs, 720 GB RAM",c4-standard-192-lssd,Google,,,
451,"c4d-highcpu-384 - 384 vCPUs, 720 GB RAM",c4d-highcpu-384,Google,,,
697,"ct6e-standard-4t - 180 vCPUs, 720 GB RAM, 4 Google V6 lite TPUs",ct6e-standard-4t,Google,,,
382,"c4-highmem-96 - 96 vCPUs, 744 GB RAM",c4-highmem-96,Google,,,
383,"c4-highmem-96-lssd - 96 vCPUs, 744 GB RAM",c4-highmem-96-lssd,Google,,,
477,"c4d-standard-192 - 192 vCPUs, 744 GB RAM",c4d-standard-192,Google,,,
478,"c4d-standard-192-lssd - 192 vCPUs, 744 GB RAM, 16 local SSDs",c4d-standard-192-lssd,Google,,,
546,"m4-megamem-56 - 56 vCPUs, 744 GB RAM",m4-megamem-56,Google,,,
473,"c4d-highmem-96 - 96 vCPUs, 756 GB RAM",c4d-highmem-96,Google,,,
474,"c4d-highmem-96-lssd - 96 vCPUs, 756 GB RAM, 8 local SSDs",c4d-highmem-96-lssd,Google,,,
301,"c3-standard-192-metal - Compute Optimized Bare Metal: 192 vCPUs, 768 GB RAM",c3-standard-192-metal,Google,Compute Engine,,
702,"c4d-highcpu-384-metal - 384 vCPUs, 768 GB RAM",c4d-highcpu-384-metal,Google,,,
257,"a3-highgpu-4g - Accelerator Optimized: 4 NVIDIA H100 GPU, 104 vCPUs, 936GB RAM",a3-highgpu-4g,Google,,,
574,"n1-ultramem-40 - 40 vCPUs, 961 GB RAM",n1-ultramem-40,Google,Compute Engine,,
539,"m3-megamem-64 - 64 vCPUs, 976 GB RAM",m3-megamem-64,Google,Compute Engine,,
541,"m3-ultramem-32 - 32 vCPUs, 976 GB RAM",m3-ultramem-32,Google,Compute Engine,,
393,"c4-standard-288 - 288 vCPUs, 1080 GB RAM",c4-standard-288,Google,,,
394,"c4-standard-288-lssd - 288 vCPUs, 1080 GB RAM, 48 local SSDs",c4-standard-288-lssd,Google,,,
395,"c4-standard-288-metal - 288 vCPUs, 1080 GB RAM",c4-standard-288-metal,Google,,,
362,"c4-highmem-144 - 144 vCPUs, 1116 GB RAM",c4-highmem-144,Google,,,
363,"c4-highmem-144-lssd - 144 vCPUs, 1116 GB RAM, 24 local SSDs",c4-highmem-144-lssd,Google,,,
700,"m2-ultramem2x-96 - 96 vCPUs, 1.3 TB RAM, 5.9 TB PMEM",m2-ultramem2x-96,Google,Compute Engine,,
252,"a2-ultragpu-8g - Accelerator Optimized: 8 NVIDIA A100 80GB GPUs, 96 vCPUs, 1360GB RAM, 8 local SSD",a2-ultragpu-8g,Google,Compute Engine,,
292,"c3-highmem-176 - 176 vCPUs, 1408 GB RAM",c3-highmem-176,Google,Compute Engine,,
680,"z3-highmem-176 - 176 vCPUs, 1408 GB RAM, 12 Local SSDs",z3-highmem-176,Google,,,
681,"z3-highmem-176-standardlssd - 176 vCPUs, 1408 GB RAM, 12 Local SSDs",z3-highmem-176-standardlssd,Google,,,
564,"n1-megamem-96 - 96 vCPUs, 1.4 TB RAM",n1-megamem-96,Google,Compute Engine,,
322,"c3d-highmem-180 - 180 vCPUs, 1440 GB RAM",c3d-highmem-180,Google,Compute Engine,,
323,"c3d-highmem-180-lssd - 180 vCPUs, 1440 GB RAM, 16 local SSDs",c3d-highmem-180-lssd,Google,Compute Engine,,
341,"c3d-standard-360 - 360 vCPUs, 1440 GB RAM",c3d-standard-360,Google,Compute Engine,,
342,"c3d-standard-360-lssd - 360 vCPUs, 1440 GB RAM, 32 local SSDs",c3d-standard-360-lssd,Google,Compute Engine,,
698,"ct6e-standard-8t - 360 vCPUs, 1440 GB RAM, 8 Google V6 lite TPUs",ct6e-standard-8t,Google,,,
366,"c4-highmem-192 - 192 vCPUs, 1488 GB RAM",c4-highmem-192,Google,,,
367,"c4-highmem-192-lssd - 192 vCPUs, 1488 GB RAM",c4-highmem-192-lssd,Google,,,
482,"c4d-standard-384 - 384 vCPUs, 1488 GB RAM",c4d-standard-384,Google,,,
483,"c4d-standard-384-lssd - 384 vCPUs, 1488 GB RAM, 32 local SSDs",c4d-standard-384-lssd,Google,,,
543,"m4-megamem-112 - 112 vCPUs, 1488 GB RAM",m4-megamem-112,Google,,,
549,"m4-ultramem-56 - 56 vCPUs, 1488 GB RAM",m4-ultramem-56,Google,,,
459,"c4d-highmem-192 - 192 vCPUs, 1512 GB RAM",c4d-highmem-192,Google,,,
460,"c4d-highmem-192-lssd - 192 vCPUs, 1512 GB RAM, 16 local SSDs",c4d-highmem-192-lssd,Google,,,
293,"c3-highmem-192-metal - Compute Optimized Bare Metal: 192 vCPUs, 1.5 TB RAM",c3-highmem-192-metal,Google,Compute Engine,,
682,"z3-highmem-192-highlssd-metal - Storage Optimized Bare Metal: 192 vCPUs, 1.5 TB RAM",z3-highmem-192-highlssd-metal,Google,Compute Engine,,
695,"c4d-standard-384-metal - 384 vCPUs, 1536 GB RAM",c4d-standard-384-metal,Google,,,
253,"a3-edgegpu-8g - Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM",a3-edgegpu-8g,Google,,,
254,"a3-edgegpu-8g-nolssd - Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM, No LocalSSD",a3-edgegpu-8g-nolssd,Google,,,
258,"a3-highgpu-8g - Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM, 16 local SSD",a3-highgpu-8g,Google,,,
259,"a3-megagpu-8g - Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM, 16 local SSD",a3-megagpu-8g,Google,,,
575,"n1-ultramem-80 - 80 vCPUs, 1922 GB RAM",n1-ultramem-80,Google,Compute Engine,,
538,"m3-megamem-128 - 128 vCPUs, 1952 GB RAM",m3-megamem-128,Google,Compute Engine,,
542,"m3-ultramem-64 - 64 vCPUs, 1952 GB RAM",m3-ultramem-64,Google,Compute Engine,,
371,"c4-highmem-288 - 288 vCPUs, 2232 GB RAM",c4-highmem-288,Google,,,
372,"c4-highmem-288-lssd - 288 vCPUs,  2232 GB RAM, 48 local SSDs",c4-highmem-288-lssd,Google,,,
373,"c4-highmem-288-metal - 288 vCPUs, 2232 GB RAM",c4-highmem-288-metal,Google,,,
326,"c3d-highmem-360 - 360 vCPUs, 2880 GB RAM",c3d-highmem-360,Google,Compute Engine,,
327,"c3d-highmem-360-lssd - 360 vCPUs, 2880 GB RAM, 32 local SSDs",c3d-highmem-360-lssd,Google,Compute Engine,,
692,"a3-ultragpu-8g - Accelerator Optimized: 8 NVIDIA H200 GPU, 224 vCPUs, 2952GB RAM",a3-ultragpu-8g,Google,,,
693,"a3-ultragpu-8g-nolssd - Accelerator Optimized: 8 NVIDIA H200 GPU, 224 vCPUs, 2952GB RAM, No LocalSSD",a3-ultragpu-8g-nolssd,Google,,,
544,"m4-megamem-224 - 224 vCPUs, 2976 GB RAM",m4-megamem-224,Google,,,
547,"m4-ultramem-112 - 112 vCPUs, 2976 GB RAM",m4-ultramem-112,Google,,,
464,"c4d-highmem-384 - 384 vCPUs, 3024 GB RAM",c4d-highmem-384,Google,,,
465,"c4d-highmem-384-lssd - 384 vCPUs, 3024 GB RAM, 32 local SSDs",c4d-highmem-384-lssd,Google,,,
703,"c4d-highmem-384-metal - 384 vCPUs, 3072 GB RAM",c4d-highmem-384-metal,Google,,,
573,"n1-ultramem-160 - 160 vCPUs, 3844 GB RAM",n1-ultramem-160,Google,Compute Engine,,
540,"m3-ultramem-128 - 128 vCPUs, 3904 GB RAM",m3-ultramem-128,Google,Compute Engine,,
694,"a4-highgpu-8g - Accelerator Optimized: 8 NVIDIA B200 GPU, 224 vCPUs, 3968GB RAM",a4-highgpu-8g,Google,,,
535,"m2-megamem-416 - 416 vCPUs, 5.75 TB RAM",m2-megamem-416,Google,Compute Engine,,
536,"m2-ultramem-208 - 208 vCPUs, 5.75 TB RAM",m2-ultramem-208,Google,Compute Engine,,
548,"m4-ultramem-224 - 224 vCPUs, 5952 GB RAM",m4-ultramem-224,Google,,,
534,"m2-hypermem-416 - 416 vCPUs, 8.625 TB RAM",m2-hypermem-416,Google,Compute Engine,,
537,"m2-ultramem-416 - 416 vCPUs, 11.50 TB RAM",m2-ultramem-416,Google,Compute Engine,,
677,"x4-megamem-960-metal - 960 vCPUs, 16384 GB RAM",x4-megamem-960-metal,Google,,,
675,"x4-megamem-1440-metal - 1440 vCPUs, 24576 GB RAM",x4-megamem-1440-metal,Google,,,
676,"x4-megamem-1920-metal - 1920 vCPUs, 32768 GB RAM",x4-megamem-1920-metal,Google,,,
